,source,target,value
813,Peru,Uruguay,2.0
814,United Kingdom,Peru,6.0
815,Peru,United Kingdom,16.0
816,Netherlands,Peru,1.17
817,Peru,Netherlands,1.0
818,Belgium,Peru,4.0
819,Peru,Belgium,1.0
820,France,Peru,1.55
821,Peru,France,7.2199998
822,Switzerland,Peru,1.0
823,Peru,Switzerland,1.0
824,Germany,Peru,11.81
825,Peru,Germany,9.2516747
826,Poland,Peru,0.050000001
827,Peru,Poland,0.56
828,Austria,Peru,0.07
829,Peru,Austria,0.0
830,Czechoslovakia,Peru,0.61000001
831,Peru,Czechoslovakia,0.029999999
832,Italy,Peru,2.0
833,Peru,Italy,0.19
834,Yugoslavia,Peru,0.02
835,Peru,Yugoslavia,0.17
836,Greece,Peru,0.007282
837,Peru,Greece,0.0
838,Estonia,Peru,0.02
839,Peru,Estonia,0.0
840,Latvia,Peru,0.003358
841,Peru,Latvia,0.0
842,Lithuania,Peru,0.00070600002
843,Peru,Lithuania,0.0
844,Sweden,Peru,1.0
845,Peru,Sweden,1.0
846,Norway,Peru,0.27000001
847,Peru,Norway,0.34999999
848,Denmark,Peru,0.1
849,Peru,Denmark,0.0024009999
850,Egypt,Peru,9.9999997e-06
851,Peru,Egypt,4.9999999e-06
852,Japan,Peru,1.9400001
853,Peru,Japan,0.56
854,Bolivia,Brazil,1.0
855,Brazil,Bolivia,0.19
856,Paraguay,Brazil,0.001
857,Brazil,Paraguay,0.002879
858,Chile,Brazil,1.0
859,Brazil,Chile,1.0
860,Argentina,Brazil,35.0
861,Brazil,Argentina,22.0
862,Uruguay,Brazil,2.0
863,Brazil,Uruguay,4.0
864,United Kingdom,Brazil,31.0
865,Brazil,United Kingdom,37.0
866,Ireland,Brazil,1.0
867,Brazil,Ireland,1.0
868,Netherlands,Brazil,2.74
869,Brazil,Netherlands,8.7200003
870,Belgium,Brazil,12.0
871,Brazil,Belgium,11.0
872,France,Brazil,9.75
873,Brazil,France,21.120001
874,Switzerland,Brazil,3.0
875,Brazil,Switzerland,3.0
876,Spain,Brazil,0.12
877,Brazil,Spain,0.33000001
878,Portugal,Brazil,5.0
879,Brazil,Portugal,2.0
880,Germany,Brazil,75.870003
881,Brazil,Germany,51.290668
882,Poland,Brazil,1.12
883,Brazil,Poland,3.0699999
884,Austria,Brazil,0.44999999
885,Brazil,Austria,0.00068200001
886,Czechoslovakia,Brazil,3.79
887,Brazil,Czechoslovakia,0.090000004
888,Italy,Brazil,5.0
889,Brazil,Italy,7.0
890,Yugoslavia,Brazil,0.15000001
891,Brazil,Yugoslavia,1.11
892,Greece,Brazil,0.2
893,Brazil,Greece,1.3200001
894,Estonia,Brazil,0.029999999
895,Brazil,Estonia,0.0
896,Latvia,Brazil,0.004675
897,Brazil,Latvia,0.0065259999
898,Lithuania,Brazil,0.039999999
899,Brazil,Lithuania,0.0
900,Finland,Brazil,1.0
901,Brazil,Finland,3.0
902,Sweden,Brazil,7.0
903,Brazil,Sweden,7.0
904,Norway,Brazil,1.11
905,Brazil,Norway,1.1900001
906,Denmark,Brazil,1.96
907,Brazil,Denmark,4.2199998
908,South Africa,Brazil,1.0
909,Brazil,South Africa,1.0
910,Turkey,Brazil,1.0
911,Brazil,Turkey,1.0
912,Egypt,Brazil,0.00111
913,Brazil,Egypt,0.91000003
914,Japan,Brazil,3.99
915,Brazil,Japan,13.13
916,Chile,Bolivia,1.0
917,Bolivia,Chile,0.079999998
918,Argentina,Bolivia,4.0
919,Bolivia,Argentina,1.0
920,United Kingdom,Bolivia,2.0
921,Bolivia,United Kingdom,15.0
922,Netherlands,Bolivia,0.079999998
923,Bolivia,Netherlands,5.6900001
924,Belgium,Bolivia,1.0
925,Bolivia,Belgium,2.0
926,France,Bolivia,0.0099999998
927,Bolivia,France,0.38999999
928,Switzerland,Bolivia,0.14
929,Bolivia,Switzerland,0.23
930,Germany,Bolivia,1.52
931,Bolivia,Germany,1.9892343
932,Poland,Bolivia,0.0099999998
933,Bolivia,Poland,0.0041490002
934,Italy,Bolivia,0.25
935,Bolivia,Italy,0.0040000002
936,Yugoslavia,Bolivia,6.1999999e-05
937,Bolivia,Yugoslavia,0.0036470001
938,Sweden,Bolivia,0.25999999
939,Bolivia,Sweden,0.12
940,Norway,Bolivia,0.0099999998
941,Bolivia,Norway,0.00024600001
942,Egypt,Bolivia,0.0
943,Bolivia,Egypt,0.0
944,Japan,Bolivia,2.0
945,Bolivia,Japan,0.12
946,Chile,Paraguay,3.7000002e-05
947,Paraguay,Chile,0.0
948,Argentina,Paraguay,0.94999999
949,Paraguay,Argentina,1.7
950,Uruguay,Paraguay,0.090000004
951,Paraguay,Uruguay,0.17
952,United Kingdom,Paraguay,1.78
953,Paraguay,United Kingdom,1.09
954,Netherlands,Paraguay,0.02
955,Paraguay,Netherlands,0.17
956,Belgium,Paraguay,0.20999999
957,Paraguay,Belgium,1.0
958,France,Paraguay,0.0038060001
959,Paraguay,France,0.23
960,Switzerland,Paraguay,0.02
961,Paraguay,Switzerland,0.039999999
962,Portugal,Paraguay,0.00024699999
963,Paraguay,Portugal,0.02
964,Germany,Paraguay,0.34
965,Paraguay,Germany,1.0700001
966,Poland,Paraguay,0.00025000001
967,Paraguay,Poland,0.1
968,Hungary,Paraguay,0.0
969,Paraguay,Hungary,0.003551
970,Italy,Paraguay,1.0
971,Paraguay,Italy,0.02
972,Yugoslavia,Paraguay,8e-06
973,Paraguay,Yugoslavia,0.029999999
974,Greece,Paraguay,0.0
975,Paraguay,Greece,0.0
976,Norway,Paraguay,0.001542
977,Paraguay,Norway,0.0099999998
978,South Africa,Paraguay,0.0
979,Paraguay,South Africa,0.090000004
980,Egypt,Paraguay,0.0
981,Paraguay,Egypt,0.0
982,Japan,Paraguay,2.0
983,Paraguay,Japan,0.0048540002
984,Australia,Paraguay,0.000279
985,Paraguay,Australia,0.0099999998
986,New Zealand,Paraguay,0.0
987,Paraguay,New Zealand,0.0
988,Argentina,Chile,4.0
989,Chile,Argentina,2.0
990,United Kingdom,Chile,10.0
991,Chile,United Kingdom,26.0
992,Netherlands,Chile,0.2
993,Chile,Netherlands,2.24
994,Belgium,Chile,1.0
995,Chile,Belgium,3.0
996,France,Chile,0.50999999
997,Chile,France,12.24
998,Switzerland,Chile,1.0
999,Chile,Switzerland,1.0
1000,Spain,Chile,0.41
1001,Chile,Spain,1.0
1002,Germany,Chile,6.6599998
1003,Chile,Germany,21.688755
1004,Poland,Chile,0.00050800003
1005,Chile,Poland,2.4000001
1006,Austria,Chile,0.0056560002
1007,Chile,Austria,0.0099999998
1008,Czechoslovakia,Chile,0.079999998
1009,Chile,Czechoslovakia,0.0036470001
1010,Italy,Chile,3.0
1011,Chile,Italy,9.0
1012,Albania,Chile,0.0
1013,Chile,Albania,7.0000001e-06
1014,Yugoslavia,Chile,0.000228
1015,Chile,Yugoslavia,0.039999999
1016,Greece,Chile,0.00026100001
1017,Chile,Greece,0.02
1018,Estonia,Chile,0.0
1019,Chile,Estonia,0.0
1020,Latvia,Chile,2e-06
1021,Chile,Latvia,1.0
1022,Lithuania,Chile,0.0
1023,Chile,Lithuania,0.0
1024,Sweden,Chile,2.0
1025,Chile,Sweden,1.0
1026,Norway,Chile,0.02
1027,Chile,Norway,0.23
1028,Denmark,Chile,1.16
1029,Chile,Denmark,0.19
1030,Egypt,Chile,0.18000001
1031,Chile,Egypt,4.8899999
1032,Japan,Chile,0.63999999
1033,Chile,Japan,3.1700001
1034,Uruguay,Argentina,2.0
1035,Argentina,Uruguay,2.0
1036,United Kingdom,Argentina,89.0
1037,Argentina,United Kingdom,181.0
1038,Netherlands,Argentina,8.8999996
1039,Argentina,Netherlands,35.279999
1040,Belgium,Argentina,31.0
1041,Argentina,Belgium,32.0
1042,France,Argentina,20.0
1043,Argentina,France,26.940001
1044,Switzerland,Argentina,5.0
1045,Argentina,Switzerland,13.0
1046,Spain,Argentina,2.0
1047,Argentina,Spain,3.0
1048,Portugal,Argentina,1.0
1049,Argentina,Portugal,1.0
1050,Germany,Argentina,45.0186
1051,Argentina,Germany,51.692104
1052,Poland,Argentina,5.48
1053,Argentina,Poland,6.9400001
1054,Austria,Argentina,2.0
1055,Argentina,Austria,0.81
1056,Hungary,Argentina,3.0
1057,Argentina,Hungary,1.0
1058,Czechoslovakia,Argentina,5.4499998
1059,Argentina,Czechoslovakia,1.51
1060,Italy,Argentina,27.0
1061,Argentina,Italy,15.0
1062,Albania,Argentina,7.4000003e-05
1063,Argentina,Albania,0.000111
1064,Yugoslavia,Argentina,1.8
1065,Argentina,Yugoslavia,2.1199999
1066,Greece,Argentina,0.91000003
1067,Argentina,Greece,1.27
1068,Russia,Argentina,0.059999999
1069,Argentina,Russia,1.0
1070,Estonia,Argentina,0.090000004
1071,Argentina,Estonia,0.029999999
1072,Latvia,Argentina,0.27000001
1073,Argentina,Latvia,0.1
1074,Lithuania,Argentina,8.1999999e-05
1075,Argentina,Lithuania,0.02
1076,Finland,Argentina,4.0
1077,Argentina,Finland,3.0
1078,Sweden,Argentina,6.0
1079,Argentina,Sweden,10.0
1080,Norway,Argentina,3.54
1081,Argentina,Norway,5.6500001
1082,Denmark,Argentina,1.36
1083,Argentina,Denmark,3.52
1084,Egypt,Argentina,0.0099999998
1085,Argentina,Egypt,0.25999999
1086,Japan,Argentina,15.03
1087,Argentina,Japan,6.9200001
1088,United Kingdom,Uruguay,9.0
1089,Uruguay,United Kingdom,19.0
1090,Netherlands,Uruguay,0.94999999
1091,Uruguay,Netherlands,1.72
1092,Belgium,Uruguay,1.0
1093,Uruguay,Belgium,1.0
1094,France,Uruguay,1.04
1095,Uruguay,France,2.7
1096,Switzerland,Uruguay,1.0
1097,Uruguay,Switzerland,1.0
1098,Spain,Uruguay,0.090000004
1099,Uruguay,Spain,0.13
1100,Germany,Uruguay,7.9099998
1101,Uruguay,Germany,9.157177
1102,Poland,Uruguay,0.28
1103,Uruguay,Poland,1.36
1104,Austria,Uruguay,0.11
1105,Uruguay,Austria,0.12
1106,Hungary,Uruguay,1.0
1107,Uruguay,Hungary,1.0
1108,Czechoslovakia,Uruguay,0.60000002
1109,Uruguay,Czechoslovakia,0.87
1110,Italy,Uruguay,2.0
1111,Uruguay,Italy,3.0
1112,Albania,Uruguay,0.0
1113,Uruguay,Albania,0.0
1114,Yugoslavia,Uruguay,0.090000004
1115,Uruguay,Yugoslavia,1.08
1116,Greece,Uruguay,0.029999999
1117,Uruguay,Greece,0.039999999
1118,Estonia,Uruguay,0.0099999998
1119,Uruguay,Estonia,0.004187
1120,Latvia,Uruguay,0.0031059999
1121,Uruguay,Latvia,0.0043799998
1122,Lithuania,Uruguay,0.00053700001
1123,Uruguay,Lithuania,0.02
1124,Sweden,Uruguay,1.0
1125,Uruguay,Sweden,1.0
1126,Norway,Uruguay,0.43000001
1127,Uruguay,Norway,0.81
1128,Denmark,Uruguay,0.38999999
1129,Uruguay,Denmark,0.0
1130,Egypt,Uruguay,3.7999998e-05
1131,Uruguay,Egypt,0.02
1132,Japan,Uruguay,2.3
1133,Uruguay,Japan,1.1799999
1134,Ireland,United Kingdom,108.0
1135,United Kingdom,Ireland,102.0
1136,Netherlands,United Kingdom,143.28
1137,United Kingdom,Netherlands,63.34
1138,Belgium,United Kingdom,93.0
1139,United Kingdom,Belgium,61.0
1140,France,United Kingdom,115.23
1141,United Kingdom,France,93.010002
1142,Switzerland,United Kingdom,34.0
1143,United Kingdom,Switzerland,20.0
1144,Spain,United Kingdom,25.0
1145,United Kingdom,Spain,19.0
1146,Portugal,United Kingdom,18.0
1147,United Kingdom,Portugal,17.0
1148,Germany,United Kingdom,155.83
1149,United Kingdom,Germany,67.642105
1150,Poland,United Kingdom,46.610001
1151,United Kingdom,Poland,182.66
1152,Austria,United Kingdom,8.0
1153,United Kingdom,Austria,0.0
1154,Hungary,United Kingdom,11.0
1155,United Kingdom,Hungary,8.0
1156,Czechoslovakia,United Kingdom,33.939999
1157,United Kingdom,Czechoslovakia,69.360001
1158,Italy,United Kingdom,33.0
1159,United Kingdom,Italy,37.0
1160,Albania,United Kingdom,0.029999999
1161,United Kingdom,Albania,0.62
1162,Yugoslavia,United Kingdom,12.04
1163,United Kingdom,Yugoslavia,9.9700003
1164,Greece,United Kingdom,9.5799999
1165,United Kingdom,Greece,94.510002
1166,Bulgaria,United Kingdom,2.0
1167,United Kingdom,Bulgaria,4.0
1168,Romania,United Kingdom,18.0
1169,United Kingdom,Romania,11.0
1170,Russia,United Kingdom,78.0
1171,United Kingdom,Russia,46.0
1172,Estonia,United Kingdom,10.1
1173,United Kingdom,Estonia,28.559999
1174,Latvia,United Kingdom,22.459999
1175,United Kingdom,Latvia,44.240002
1176,Lithuania,United Kingdom,15.09
1177,United Kingdom,Lithuania,54.349998
1178,Finland,United Kingdom,93.0
1179,United Kingdom,Finland,38.0
1180,Sweden,United Kingdom,119.0
1181,United Kingdom,Sweden,96.0
1182,Norway,United Kingdom,53.880001
1183,United Kingdom,Norway,47.48
1184,Denmark,United Kingdom,185.14999
1185,United Kingdom,Denmark,122.72
1186,South Africa,United Kingdom,55.0
1187,United Kingdom,South Africa,203.0
1188,Iran,United Kingdom,40.0
1189,United Kingdom,Iran,34.0
1190,Turkey,United Kingdom,4.0
1191,United Kingdom,Turkey,13.0
1192,Iraq,United Kingdom,7.0
1193,United Kingdom,Iraq,14.0
1194,Egypt,United Kingdom,56.77
1195,United Kingdom,Egypt,42.59
1196,China,United Kingdom,26.0
1197,United Kingdom,China,21.0
1198,Japan,United Kingdom,45.040001
1199,United Kingdom,Japan,17.959999
1200,Thailand,United Kingdom,2.0
1201,United Kingdom,Thailand,7.0
1202,Australia,United Kingdom,326.0
1203,United Kingdom,Australia,224.0
1204,New Zealand,United Kingdom,204.0
1205,United Kingdom,New Zealand,106.0
1206,Netherlands,Ireland,2.3
1207,Ireland,Netherlands,0.38999999
1208,Belgium,Ireland,5.0
1209,Ireland,Belgium,0.38
1210,France,Ireland,2.72
1211,Ireland,France,0.20999999
1212,Switzerland,Ireland,1.0
1213,Ireland,Switzerland,1.0
1214,Germany,Ireland,7.0999999
1215,Ireland,Germany,2.687799
1216,Poland,Ireland,0.79000002
1217,Ireland,Poland,0.0082980003
1218,Austria,Ireland,0.0
1219,Ireland,Austria,0.0
1220,Czechoslovakia,Ireland,1.0700001
1221,Ireland,Czechoslovakia,0.0
1222,Yugoslavia,Ireland,1.0
1223,Ireland,Yugoslavia,0.00032399999
1224,Greece,Ireland,0.0
1225,Ireland,Greece,0.00061799999
1226,Estonia,Ireland,0.0
1227,Ireland,Estonia,0.0
1228,Latvia,Ireland,0.58999997
1229,Ireland,Latvia,0.0
1230,Lithuania,Ireland,0.0
1231,Ireland,Lithuania,0.0
1232,Norway,Ireland,0.54000002
1233,Ireland,Norway,0.050000001
1234,Denmark,Ireland,0.79000002
1235,Ireland,Denmark,0.029999999
1236,Egypt,Ireland,0.30000001
1237,Ireland,Egypt,0.02
1238,Japan,Ireland,1.83
1239,Ireland,Japan,0.059999999
1240,Australia,Ireland,5.0
1241,Ireland,Australia,0.0049999999
1242,Belgium,Netherlands,88.0
1243,Netherlands,Belgium,71.0
1244,France,Netherlands,35.709999
1245,Netherlands,France,34.16
1246,Switzerland,Netherlands,11.43
1247,Netherlands,Switzerland,12.69
1248,Spain,Netherlands,2.21
1249,Netherlands,Spain,5.0
1250,Portugal,Netherlands,1.38
1251,Netherlands,Portugal,2.75
1252,Germany,Netherlands,169.36
1253,Netherlands,Germany,47.349281
1254,Poland,Netherlands,11.63
1255,Netherlands,Poland,6.9400001
1256,Austria,Netherlands,4.0
1257,Netherlands,Austria,0.0
1258,Hungary,Netherlands,2.26
1259,Netherlands,Hungary,2.99
1260,Czechoslovakia,Netherlands,16.0
1261,Netherlands,Czechoslovakia,9.0
1262,Italy,Netherlands,7.1900001
1263,Netherlands,Italy,7.1300001
1264,Albania,Netherlands,0.00045200001
1265,Netherlands,Albania,0.02
1266,Yugoslavia,Netherlands,2.26
1267,Netherlands,Yugoslavia,1.35
1268,Greece,Netherlands,2.3299999
1269,Netherlands,Greece,2.74
1270,Bulgaria,Netherlands,0.50999999
1271,Netherlands,Bulgaria,0.70999998
1272,Romania,Netherlands,2.2
1273,Netherlands,Romania,2.46
1274,Russia,Netherlands,17.459999
1275,Netherlands,Russia,7.1399999
1276,Estonia,Netherlands,1.0
1277,Netherlands,Estonia,0.41
1278,Latvia,Netherlands,1.92
1279,Netherlands,Latvia,0.46000001
1280,Lithuania,Netherlands,1.4
1281,Netherlands,Lithuania,0.92000002
1282,Finland,Netherlands,8.71
1283,Netherlands,Finland,8.0
1284,Sweden,Netherlands,16.459999
1285,Netherlands,Sweden,20.41
1286,Norway,Netherlands,6.7600002
1287,Netherlands,Norway,9.5100002
1288,Denmark,Netherlands,7.23
1289,Netherlands,Denmark,13.5
1290,Liberia,Netherlands,0.059999999
1291,Netherlands,Liberia,0.079999998
1292,South Africa,Netherlands,1.84
1293,Netherlands,South Africa,7.0
1294,Iran,Netherlands,0.87
1295,Netherlands,Iran,0.58999997
1296,Turkey,Netherlands,1.47
1297,Netherlands,Turkey,1.4299999
1298,Iraq,Netherlands,0.14
1299,Netherlands,Iraq,0.25
1300,Egypt,Netherlands,1.41
1301,Netherlands,Egypt,4.04
1302,Afghanistan,Netherlands,0.029999999
1303,Netherlands,Afghanistan,0.0099999998
1304,China,Netherlands,3.01
1305,Netherlands,China,1.45
1306,Japan,Netherlands,4.0100002
1307,Netherlands,Japan,1.12
1308,Thailand,Netherlands,1.8
1309,Netherlands,Thailand,0.91000003
1310,Australia,Netherlands,1.28
1311,Netherlands,Australia,2.55
1312,New Zealand,Netherlands,0.66000003
1313,Netherlands,New Zealand,1.05
1314,France,Belgium,112.0
1315,Belgium,France,90.0
1316,Switzerland,Belgium,9.0
1317,Belgium,Switzerland,16.0
1318,Spain,Belgium,3.0
1319,Belgium,Spain,9.0
1320,Portugal,Belgium,3.0
1321,Belgium,Portugal,7.0
1322,Germany,Belgium,89.0
1323,Belgium,Germany,78.0
1324,Poland,Belgium,10.0
1325,Belgium,Poland,10.0
1326,Austria,Belgium,2.0
1327,Belgium,Austria,4.0
1328,Hungary,Belgium,1.0
1329,Belgium,Hungary,1.0
1330,Czechoslovakia,Belgium,8.0
1331,Belgium,Czechoslovakia,7.0
1332,Italy,Belgium,7.0
1333,Belgium,Italy,9.0
1334,Yugoslavia,Belgium,5.0
1335,Belgium,Yugoslavia,1.0
1336,Greece,Belgium,1.0
1337,Belgium,Greece,1.0
1338,Bulgaria,Belgium,1.0
1339,Belgium,Bulgaria,1.0
1340,Romania,Belgium,4.0
1341,Belgium,Romania,7.0
1342,Russia,Belgium,27.0
1343,Belgium,Russia,13.0
1344,Estonia,Belgium,0.23
1345,Belgium,Estonia,0.31999999
1346,Latvia,Belgium,1.0
1347,Belgium,Latvia,1.0
1348,Lithuania,Belgium,2.0
1349,Belgium,Lithuania,2.0
1350,Finland,Belgium,8.0
1351,Belgium,Finland,10.0
1352,Sweden,Belgium,16.0
1353,Belgium,Sweden,22.0
1354,Norway,Belgium,6.0
1355,Belgium,Norway,10.0
1356,Denmark,Belgium,4.0
1357,Belgium,Denmark,8.0
1358,South Africa,Belgium,7.0
1359,Belgium,South Africa,16.0
1360,Iran,Belgium,3.0
1361,Belgium,Iran,2.0
1362,Turkey,Belgium,2.0
1363,Belgium,Turkey,2.0
1364,Iraq,Belgium,2.0
1365,Belgium,Iraq,2.0
1366,Egypt,Belgium,2.0
1367,Belgium,Egypt,10.0
1368,China,Belgium,1.0
1369,Belgium,China,5.0
1370,Japan,Belgium,3.0
1371,Belgium,Japan,4.0
1372,Thailand,Belgium,1.0
1373,Belgium,Thailand,1.0
1374,Australia,Belgium,22.0
1375,Belgium,Australia,6.0
1376,New Zealand,Belgium,2.0
1377,Belgium,New Zealand,2.0
1378,Switzerland,France,28.610001
1379,France,Switzerland,52.419998
1380,Spain,France,5.52
1381,France,Spain,13.0
1382,Portugal,France,7.6399999
1383,France,Portugal,6.2399998
1384,Germany,France,90.75
1385,France,Germany,34.380863
1386,Poland,France,12.82
1387,France,Poland,8.7399998
1388,Austria,France,4.0
1389,France,Austria,6.0
1390,Hungary,France,3.3599999
1391,France,Hungary,1.22
1392,Czechoslovakia,France,8.6300001
1393,France,Czechoslovakia,0.38999999
1394,Italy,France,16.629999
1395,France,Italy,13.37
1396,Albania,France,0.059999999
1397,France,Albania,0.0099999998
1398,Yugoslavia,France,2.96
1399,France,Yugoslavia,3.27
1400,Greece,France,2.1600001
1401,France,Greece,2.04
1402,Bulgaria,France,0.63
1403,France,Bulgaria,2.25
1404,Romania,France,6.1999998
1405,France,Romania,10.57
1406,Russia,France,17.92
1407,France,Russia,0.17
1408,Estonia,France,0.94
1409,France,Estonia,0.02
1410,Latvia,France,1.28
1411,France,Latvia,0.02
1412,Lithuania,France,1.24
1413,France,Lithuania,0.039999999
1414,Finland,France,8.1800003
1415,France,Finland,4.0
1416,Sweden,France,18.719999
1417,France,Sweden,15.97
1418,Norway,France,8.9300003
1419,France,Norway,8.9200001
1420,Denmark,France,2.8299999
1421,France,Denmark,4.3699999
1422,South Africa,France,11.88
1423,France,South Africa,4.5100002
1424,Iran,France,2.1500001
1425,France,Iran,0.029999999
1426,Turkey,France,4.0799999
1427,France,Turkey,1.5700001
1428,Iraq,France,40.310001
1429,France,Iraq,0.0099999998
1430,Egypt,France,13.93
1431,France,Egypt,9.8000002
1432,Afghanistan,France,0.02
1433,France,Afghanistan,0.00015399999
1434,China,France,7.3200002
1435,France,China,3.9097111
1436,Japan,France,10.6
1437,France,Japan,3.8399999
1438,Thailand,France,0.1
1439,France,Thailand,0.0099999998
1440,Australia,France,43.48
1441,France,Australia,3.75
1442,New Zealand,France,8.1199999
1443,France,New Zealand,0.92000002
1444,Spain,Switzerland,1.0
1445,Switzerland,Spain,1.0
1446,Portugal,Switzerland,1.0
1447,Switzerland,Portugal,2.0
1448,Germany,Switzerland,85.330002
1449,Switzerland,Germany,24.542824
1450,Poland,Switzerland,5.9000001
1451,Switzerland,Poland,5.0700002
1452,Austria,Switzerland,8.0
1453,Switzerland,Austria,1.61
1454,Hungary,Switzerland,6.0
1455,Switzerland,Hungary,3.0
1456,Czechoslovakia,Switzerland,13.08
1457,Switzerland,Czechoslovakia,2.3199999
1458,Italy,Switzerland,27.0
1459,Switzerland,Italy,20.0
1460,Albania,Switzerland,0.0
1461,Switzerland,Albania,0.0052880002
1462,Yugoslavia,Switzerland,2.53
1463,Switzerland,Yugoslavia,2.21
1464,Greece,Switzerland,1.0700001
1465,Switzerland,Greece,0.75
1466,Bulgaria,Switzerland,1.0
1467,Switzerland,Bulgaria,1.0
1468,Romania,Switzerland,6.0
1469,Switzerland,Romania,4.0
1470,Russia,Switzerland,7.0
1471,Switzerland,Russia,2.0
1472,Estonia,Switzerland,0.090000004
1473,Switzerland,Estonia,0.059999999
1474,Latvia,Switzerland,0.11
1475,Switzerland,Latvia,0.33000001
1476,Lithuania,Switzerland,0.83999997
1477,Switzerland,Lithuania,0.30000001
1478,Finland,Switzerland,0.93000001
1479,Switzerland,Finland,3.0
1480,Sweden,Switzerland,4.0
1481,Switzerland,Sweden,11.0
1482,Norway,Switzerland,1.89
1483,Switzerland,Norway,2.9400001
1484,Denmark,Switzerland,3.1700001
1485,Switzerland,Denmark,4.4400001
1486,South Africa,Switzerland,1.0
1487,Switzerland,South Africa,3.0
1488,Turkey,Switzerland,1.0
1489,Switzerland,Turkey,1.0
1490,Egypt,Switzerland,5.8000002
1491,Switzerland,Egypt,2.99
1492,China,Switzerland,2.0
1493,Switzerland,China,1.0
1494,Japan,Switzerland,2.76
1495,Switzerland,Japan,8.5900002
1496,Thailand,Switzerland,0.0099999998
1497,Switzerland,Thailand,1.0
1498,Australia,Switzerland,3.0
1499,Switzerland,Australia,4.0
1500,Portugal,Spain,1.0
1501,Spain,Portugal,1.0
1502,Germany,Spain,34.0
1503,Spain,Germany,22.102871
1504,Poland,Spain,2.0
1505,Spain,Poland,0.23
1506,Austria,Spain,1.0
1507,Spain,Austria,0.0
1508,Czechoslovakia,Spain,1.0
1509,Spain,Czechoslovakia,0.0
1510,Italy,Spain,6.0
1511,Spain,Italy,9.0
1512,Yugoslavia,Spain,0.02
1513,Spain,Yugoslavia,0.0093790004
1514,Greece,Spain,0.0
1515,Spain,Greece,0.0084210001
1516,Russia,Spain,11.0
1517,Spain,Russia,5.0
1518,Sweden,Spain,2.0
1519,Spain,Sweden,0.61000001
1520,Norway,Spain,2.0
1521,Spain,Norway,1.2
1522,Denmark,Spain,0.0099999998
1523,Spain,Denmark,0.23999999
1524,Turkey,Spain,1.0
1525,Spain,Turkey,0.02
1526,Egypt,Spain,0.090000004
1527,Spain,Egypt,0.039999999
1528,Japan,Spain,0.0
1529,Spain,Japan,0.17
1530,Germany,Portugal,17.110001
1531,Portugal,Germany,5.9129186
1532,Poland,Portugal,0.86000001
1533,Portugal,Poland,0.75
1534,Austria,Portugal,0.41999999
1535,Portugal,Austria,0.001808
1536,Czechoslovakia,Portugal,0.73000002
1537,Portugal,Czechoslovakia,0.0083609996
1538,Italy,Portugal,2.0
1539,Portugal,Italy,3.0
1540,Albania,Portugal,2.4999999e-05
1541,Portugal,Albania,4.4e-05
1542,Yugoslavia,Portugal,0.02
1543,Portugal,Yugoslavia,0.13
1544,Greece,Portugal,0.0099999998
1545,Portugal,Greece,0.059999999
1546,Estonia,Portugal,0.07
1547,Portugal,Estonia,0.00059100002
1548,Latvia,Portugal,0.02
1549,Portugal,Latvia,0.0026219999
1550,Lithuania,Portugal,0.039999999
1551,Portugal,Lithuania,0.001393
1552,Sweden,Portugal,2.0
1553,Portugal,Sweden,1.0
1554,Norway,Portugal,3.8199999
1555,Portugal,Norway,1.36
1556,Denmark,Portugal,0.55000001
1557,Portugal,Denmark,1.0700001
1558,South Africa,Portugal,1.0
1559,Portugal,South Africa,1.0
1560,Egypt,Portugal,0.77999997
1561,Portugal,Egypt,0.16
1562,Japan,Portugal,0.56999999
1563,Portugal,Japan,0.52999997
1564,Poland,Germany,22.841148
1565,Germany,Poland,56.459999
1566,Austria,Germany,35.0
1567,Germany,Austria,46.0
1568,Hungary,Germany,44.0
1569,Germany,Hungary,24.389999
1570,Czechoslovakia,Germany,31.034691
1571,Germany,Czechoslovakia,13.075174
1572,Italy,Germany,58.766029
1573,Germany,Italy,158.33
1574,Albania,Germany,0.009238
1575,Germany,Albania,0.11
1576,Yugoslavia,Germany,44.0
1577,Germany,Yugoslavia,37.400002
1578,Greece,Germany,22.384689
1579,Germany,Greece,38.09
1580,Bulgaria,Germany,34.0
1581,Germany,Bulgaria,31.84
1582,Romania,Germany,56.0
1583,Germany,Romania,49.0616
1584,Russia,Germany,11.328708
1585,Germany,Russia,3.0630765
1586,Estonia,Germany,5.7320571
1587,Germany,Estonia,2.1217186
1588,Latvia,Germany,10.402391
1589,Germany,Latvia,3.9373319
1590,Lithuania,Germany,11.0
1591,Germany,Lithuania,2.2673957
1592,Finland,Germany,21.204308
1593,Germany,Finland,37.0
1594,Sweden,Germany,62.614113
1595,Germany,Sweden,114.36
1596,Norway,Germany,23.645214
1597,Germany,Norway,53.990002
1598,Denmark,Germany,39.780861
1599,Germany,Denmark,87.07
1600,Liberia,Germany,0.94
1601,Germany,Liberia,0.12
1602,South Africa,Germany,18.316507
1603,Germany,South Africa,24.32
1604,Iran,Germany,15.0
1605,Germany,Iran,4.4592052
1606,Turkey,Germany,27.748564
1607,Germany,Turkey,56.400002
1608,Iraq,Germany,1.6799999
1609,Germany,Iraq,1.4400001
1610,Egypt,Germany,10.846172
1611,Germany,Egypt,18.809999
1612,Afghanistan,Germany,0.62
1613,Germany,Afghanistan,0.75999999
